Name	Set	ImageFile	Errata	Restricted	Cycle	Pack	Release Order	Edition	Unique	Faction	Type	SubType	Cost	Terror	Combat	Arcane	Investigation	Skill	Text
Arsène Renard, Gentleman Thief	Key	Key054			The Key and the Gate	Deluxe 04	,12-054	LCG	*	Syndicate	Character	Criminal. Relic Hunter.	3		2		1	4	Fated 3. Response: After an opponent plays a support card, search the top 5 cards of his deck for a support card and put that card into play under your control. Then, place a success token on Arsène Renard. If that card is still in play at the end of the turn, sacrifice it.
Burglar Tools	Key	Key055			The Key and the Gate	Deluxe 04	,12-055	LCG		Syndicate	Support	Attachment.	2						Attach to a character you control. Attached character gains the Criminal subtype. Action: Exhaust attached character and pay 1 to reveal the top 5 cards of an opponent's deck. Choose a revealed non-Location support card and put it into play under your control.
Abbess Allegria Di Biase, Most Blessed	TIV	Tiv01			Terror in Venice	Deluxe 05	,13-001	LCG	*	Agency	Character	 Conspirator.	3			4		4	Loyal. While there is at least 1 Conspiracy card in play, Abbess Allegria Di Biase gains Fast, Willpower, and "Cannot be wounded by card effects." Action: Pay 1 to change one of Abbess Allegria Di Biase's A icons to the icon of your choice until the end of the phase.
Pious Carabiniere	TIV	Tiv02			Terror in Venice	Deluxe 05	,13-002	LCG		Agency	Character	Conspirator. Government.	3		2		1	3	Willpower. Response: After a conspiracy card enters play, search your deck for an event card, reveal it and put it into your hand. Then shuffle your deck.
Church Operative	TIV	Tiv03			Terror in Venice	Deluxe 05	,13-003	LCG		Agency	Character	 Independent.	2			1	1	2	While it is Day, each opponent must discard a card from his hand in order to target an [Agency] character you control.
San Marco Basilica, The Church of Gold	TIV	Tiv04			Terror in Venice	Deluxe 05	,13-004	LCG	*	Agency	Support	 Location.	2						Day. It is Day. After San Marco Basilica comes into play destroy all Night cards. San Marco Basilica is immune to non-Night card effects. Action: Exhaust San Marco Basilica or pay 1 to ready an exhausted character. Then, that character gains Willpower until the end of the phase.
The Iron Cross, Symbol of Authority	TIV	Tiv05			Terror in Venice	Deluxe 05	,13-005	LCG	*	Agency	Support	Attachment. Artifact. Item.	2						Attach to an [Agency] character you control. Fated 4. Disrupt: Exhaust The Iron Cross to make The Iron Cross and attached character immune to triggered effects until the end of the phase. Then add a success token to The Iron Cross.
Hand of Fate	TIV	Tiv06			Terror in Venice	Deluxe 05	,13-006	LCG		Agency	Event	 Blessing.	2						Disrupt: When 1 or more characters would be put into your discard pile from play, you may instead put those characters on top of your deck.
Don Lagorio, Secret Servant	TIV	Tiv07			Terror in Venice	Deluxe 05	,13-007	LCG	*	Cthulhu	Character	Servitor. Conspirator.	3	1	1	1		3	Fated 3. Response: After you commit 1 or more characters to a conspiracy, search your deck for a [Cthulhu] event card. Reveal it and then add it to your hand. Then, add a success token to Don Lagorio.
Poleman	TIV	Tiv08			Terror in Venice	Deluxe 05	,13-008	LCG		Cthulhu	Character	 Deep One.	1					3	Action: If it is Night, pay 2 to give Poleman CCA until the end of the phase. Limit once per turn.
San Giorgio in Alga, No Longer Abandoned	TIV	Tiv09			Terror in Venice	Deluxe 05	,13-009	LCG	*	Cthulhu	Support	 Location.	2						Night. It is Night. After San Giorgio in Alga comes into play destroy all Day cards. San Giorgio in Alga is immune to non-Day card effects. When you would draw a card, instead reveal 2 cards. Put one of those cards on the bottom of your deck and add the other to your hand.
Flooded Vault	TIV	Tiv10-E	E		Terror in Venice	Deluxe 05	,13-010	LCG		Cthulhu	Support	 Location.	1						Action: Sacrifice Flooded Vault to search your deck for a non-Location support card. Then, pay its printed cost and put it into play, if able. Then, shuffle your deck.
Swimming in the Deep	TIV	Tiv11			Terror in Venice	Deluxe 05	,13-011	LCG		Cthulhu	Event		1						Action: Commit a [Cthulhu] character you control to a story, even if it is exhausted. Sacrifice that character at the end of the phase.
Solar Eclipse	TIV	Tiv12			Terror in Venice	Deluxe 05	,13-012	LCG		Cthulhu	Event		2						Night. Action: Destroy all Day cards. Until the end of the phase it is Night. Until the end of the phase, all [Cthulhu] characters gain TC.
Doctor Lomboso, Finder of Madness	TIV	Tiv13			Terror in Venice	Deluxe 05	,13-013	LCG	*	Hastur	Character	Servitor. Scientist.	3	1	1	1		3	Forced Response: After a character goes insane, choose a card in that player's discard pile and put it on top of his deck, if able.
Cunning Mascheraro	TIV	Tiv14			Terror in Venice	Deluxe 05	,13-014	LCG		Hastur	Character	Conspirator. Artist.	1	1				0	Cunning Mascheraro counts its icons at each conspiracy card in play.
San Servolo, Refuge from Reality	TIV	Tiv15			Terror in Venice	Deluxe 05	,13-015	LCG	*	Hastur	Support	 Location.	1						Night. It is Night. After San Servolo comes into play destroy all Day cards. San Servolo is immune to non-Day card effects. Response: After a character is made to go insane, exhaust San Servolo to choose another character controlled by the same player to go insane unless its controller pays 1.
Return to Carcosa	TIV	Tiv16			Terror in Venice	Deluxe 05	,13-016	LCG		Hastur	Event		2						Loyal. Response: After a character is restored, shuffle that character into its owner's deck.
At Night they Roam	TIV	Tiv17			Terror in Venice	Deluxe 05	,13-017	LCG		Hastur	Event	 Curse.	2						Play during the story phase. Action: Choose and take control of an insane character (if it is Night, instead take control of each insane character). Then, restore and commit that character to a single story. At the end of the phase drive that character insane and return it to its owner's control.
The Unspeakable Oath	TIV	Tiv18			Terror in Venice	Deluxe 05	,13-018	LCG		Hastur	Event		1						Disrupt: Cancel the effects of an event card just played and then put it on the top of its owner's deck.
Bruno Carioli, Hatching a Plan	TIV	Tiv19			Terror in Venice	Deluxe 05	,13-019	LCG	*	Miskatonic	Character	Conspirator. Faculty.	1			1	1	1	Fated 2. Response: After Bruno Carioli is committed to a conspiracy, choose an icon struggle at that conspiracy. Icon struggles of the chosen type do not resolve this phase at any story card. Then, add a success token to Bruno Carioli.
Urban Trailblazer	TIV	Tiv20			Terror in Venice	Deluxe 05	,13-020	LCG		Miskatonic	Character	Explorer. Student.	2				2	1	Response: After a Location support card enters or leaves play, pay 1 to reveal the top 5 cards of your deck. Choose 1 revealed Attachment support card and add it to your hand, returning the rest of the cards to your deck in the same order.
Puzzled Exchange Student	TIV	Tiv21			Terror in Venice	Deluxe 05	,13-021	LCG		Miskatonic	Character	 Student.	3				2	3	Willpower. Forced Response: After your opponent has committed characters to stories, if Puzzled Exchange Student is not committed to a story, commit it to the story with the most characters, even if it is exhausted.
Medico Della Peste	TIV	Tiv22			Terror in Venice	Deluxe 05	,13-022	LCG		Miskatonic	Support	Attachment. Item. Mask.	1						Attach to a character. Day. It is Day. After Medico Della Peste comes into play destroy all Night cards. Medico Della Peste is immune to non-Night card effects. Attached character doesn't exhaust to commit to stories.
Desperate Search	TIV	Tiv23			Terror in Venice	Deluxe 05	,13-023	LCG		Miskatonic	Event		1						Action: Discard X cards from your hand to choose X other cards in your discard pile and add them to your hand. Then, if it is Day, draw a card.
Mass Hysteria	TIV	Tiv24.png			Terror in Venice	Deluxe 05	,13-024	LCG		Neutral	Conspiracy		0						T icons do not protect characters from insanity while committed to this conspiracy. When a player commits 1 or more characters to this conspiracy he may choose and restore a character he controls.
Death Comes for All	TIV	Tiv25.png			Terror in Venice	Deluxe 05	,13-025	LCG		Neutral	Conspiracy		0						All characters committed to this conspiracy lose all Toughness and Invulnerability. After this conspiracy card is won each player must wound each character he controls not committed to this conspiracy.
Purity of Purpose	TIV	Tiv26.png			Terror in Venice	Deluxe 05	,13-026	LCG		Neutral	Conspiracy		0						While this conspiracy is in your won pile it gains, "Disrupt: Discard 2 cards from the top of your deck to cancel an effect that would sacrifice a character you control."
The Guardian	TIV	Tiv27.png			Terror in Venice	Deluxe 05	,13-027	LCG		Neutral	Conspiracy		1						When you play this conspiracy, search your deck for a Day or a Night card, reveal it and add it to your hand. Then, shuffle your deck. While this conspiracy is in your won pile, increase the cost of any opponent's triggered effect that targets characters you control by 1.
Before the Fast	TIV	Tiv28.png			Terror in Venice	Deluxe 05	,13-028	LCG		Neutral	Conspiracy		1						When a player succeeds at this conspiracy, that player gains a domain.
Unending Festivities	TIV	Tiv29.png			Terror in Venice	Deluxe 05	,13-029	LCG		Neutral	Conspiracy		0						While this conspiracy card is in play, players cannot ready more than 1 character during the refresh phase.
The Mage's Machinations	TIV	Tiv30-E.png	E		Terror in Venice	Deluxe 05	,13-030	LCG		Neutral	Conspiracy		0						When The Mage's Machinations enters play, each player must choose 1 character controlled by the player to his left, if able. Remove those characters from the game. If you win this conspiracy return those characters removed from the game to play under your control.
The Supernal Prism, Holy Shard	TIV	Tiv31			Terror in Venice	Deluxe 05	,13-031	LCG	*	Neutral	Support	Relic. Item.	3						Day. It is Day. After The Supernal Prism comes into play destroy all Night cards. After The Supernal Prism leaves play, shuffle it into its owner's deck. Action: Sacrifice The Supernal Prism to have each player discard his hand, if able. Then each player who discarded his hand draws five cards, if able.
The Plague Stone, Sweet Release	TIV	Tiv32			Terror in Venice	Deluxe 05	,13-032	LCG	*	Neutral	Support	Relic. Item.	3						Night. It is Night. After The Plague Stone comes into play destroy all Day cards. After The Plague Stone leaves play, shuffle it into its owner's deck. Action: Sacrifice The Plague Stone and pay 2 to destroy all characters in play.
Malocchio, An Eye for Death	TIV	Tiv33			Terror in Venice	Deluxe 05	,13-033	LCG	*	Shub-Niggurath	Character	Ghoul. Servitor.	3					3	Toughness +1. For each type of icon on a character card in any discard pile, Malocchio gains 1 icon of that type.
Savio Corvi, Dark Lurker	TIV	Tiv34-E	E		Terror in Venice	Deluxe 05	,13-034	LCG	*	Shub-Niggurath	Character	Conspirator. Cultist.	3		2			3	While there is at least 1 Conspiracy card in play, Savio Corvi gains, "Night, It is Night. Destroy all Day cards. Savio Corvi is immune to non-Day card effects." While it is Night characters you control gain Fast and T.
Ghoulish Scavenger	TIV	Tiv35			Terror in Venice	Deluxe 05	,13-035	LCG		Shub-Niggurath	Character	Ghoul. Monster.	2	1	1			1	Ghoulish Scavenger gets +1 skill and CC for each face down card attached to it. Action: Instead of resourcing a card, you may attach a card from your hand face down to Ghoulish Scavenger as an Attachment support card.
Baleful Reveler	TIV	Tiv36			Terror in Venice	Deluxe 05	,13-036	LCG		Shub-Niggurath	Character	 Cultist.	1		1			1	If it is Night, Baleful Reveler gains CC.
Dark Rebirth	TIV	Tiv37			Terror in Venice	Deluxe 05	,13-037	LCG		Shub-Niggurath	Event		3						Loyal. Play only if it is Night. Action: Choose a non-Ancient One subtype and search your discard pile for any number of character cards that have that subtype. Put those characters into play.
Untimely Burial	TIV	Tiv38			Terror in Venice	Deluxe 05	,13-038	LCG		Shub-Niggurath	Event		1						Action: Search your deck for a [Shub-Niggurath] character and put it into your discard pile. Then shuffle your deck. If it is Night return Untimely Burial to your hand.
Elisabetta Magro, High Servant of the Order	TIV	Tiv39			Terror in Venice	Deluxe 05	,13-039	LCG	*	Silver	Character	Conspirator. Lodge.	3		1	1		4	Fated 4. If there is a conspiracy card in play Elisabetta Magro gains, "Response: After a player succeeds at a story, each player chooses a character he controls committed to that story and returns it to its owner's hand, if able. Then, place a success token on Elisabetta Magro."
Guardian of Dawn	TIV	Tiv40			Terror in Venice	Deluxe 05	,13-040	LCG		Silver	Character	 Lodge.	1				1	2	If it is Day, Guardian of Dawn gains CA.
Zanni	TIV	Tiv41			Terror in Venice	Deluxe 05	,13-041	LCG		Silver	Character	 Independent.	1		1			1	In order to commit to a story where Zanni is committed, opponents must commit more than 1 character.
Hermetic Seal	TIV	Tiv42			Terror in Venice	Deluxe 05	,13-042	LCG		Silver	Support	Artifact. Item.	1						Day. It is Day. After Hermetic Seal comes into play, destroy all Night cards. Hermetic Seal is immune to non-Night card effects. Disrupt: Return Hermetic Seal to your hand to cancel the response or forced response effect of a card that just entered play.
Volto	TIV	Tiv43			Terror in Venice	Deluxe 05	,13-043	LCG		Silver	Support	Attachment. Item. Mask.	1						Attach to a character you control. Response: After attached character commits to a story, choose a character without 1 or more Mask support cards attached to it committed to the same story and uncommit that character.
Look to the Future!	TIV	Tiv44			Terror in Venice	Deluxe 05	,13-044	LCG		Silver	Event		0						Action: If it is Day, choose and return a character you control to its owner's hand to draw X cards. Then put X cards from your hand on top of your deck in any order. X is the cost of the chosen character.
Cascio Di Boerio, Don Morto	TIV	Tiv45			Terror in Venice	Deluxe 05	,13-045	LCG	*	Syndicate	Character	Conspirator. Criminal.	3		2		1	3	Toughness +1. Other characters you control committed to a conspiracy gain +1 skill. Characters your opponents control committed to a conspiracy get -1 skill.
Restless Caporione	TIV	Tiv46			Terror in Venice	Deluxe 05	,13-046	LCG		Syndicate	Character	 Criminal.	3		1		1	4	While it is Day, Restless Caporione gains Fast. While it is Night, Restless Caporione does not exhaust to commit to stories.
Carnevale Sentinel	TIV	Tiv47			Terror in Venice	Deluxe 05	,13-047	LCG		Syndicate	Character	 Independent.	2				1	2	If it is Day, Carnevale Sentinel gains AI and Willpower. If it is Night, Carnevale Sentinel gains TC and Toughness +1.
Bauta	TIV	Tiv48			Terror in Venice	Deluxe 05	,13-048	LCG		Syndicate	Support	Attachment. Item. Mask.	1						Attach to a character. If it is Day, attached character gains AI and +1 skill. If it is Night, attached character gains TC and +1 skill.
The Gold Pocket Watch, Stealing Time	TIV	Tiv49			Terror in Venice	Deluxe 05	,13-049	LCG	*	Syndicate	Support	 Item.	1						Action: Pay 1 to have The Gold Pocket watch gain "Day. It is Day. Then destroy all Night cards in play" until the end of the turn. Action: Pay 1 to have The Gold Pocket Watch gain "Night. It is Night. Then destroy all Day cards in play" until the end of the turn.
Early Start	TIV	Tiv50			Terror in Venice	Deluxe 05	,13-050	LCG		Syndicate	Event		3						Play only before or after all players have committed characters to stories. Action: If it is Day, ready all characters in play. Action: If it is Night, exhaust all characters in play.
Tenebrous Nightgaunt	TIV	Tiv51			Terror in Venice	Deluxe 05	,13-051	LCG		Yog-Sothoth	Character	Monster. Servitor.	3	1	1			3	Night. It is Night. After Tenebrous Nightgaunt comes into play, destroy all Day cards. Response: After you succeed at a story where Tenebrous Nightgaunt is committed, choose an opponent. That opponent must choose and return a character he controls to the top of its owner's deck.
Salvatore Neri, Master of Illusion	TIV	Tiv52			Terror in Venice	Deluxe 05	,13-052	LCG	*	Yog-Sothoth	Character	Conspirator. Sorcerer.	2		1	1		2	While there is a conspiracy card in play Salvatore Neri gains, "Action: Pay 1 to choose a character. Salvatore Neri gains the text box of that character until the end of the turn."
Devious Nightgaunt	TIV	Tiv53			Terror in Venice	Deluxe 05	,13-053	LCG		Yog-Sothoth	Character	 Monster.	2	1				1	Each opponent's character with skill 2 or less (if it is Night, instead with skill 4 or less) committed to the same story as Devious Nightgaunt is treated as if its text box was blank.
The Black	TIV	Tiv54			Terror in Venice	Deluxe 05	,13-054	LCG		Yog-Sothoth	Support	Attachment. Curse.	1						Attach to a character. Attached character's controller must pay 1 each time he wishes to commit attached character to a story, or trigger attached character's ability.
Fleeting Guise	TIV	Tiv55			Terror in Venice	Deluxe 05	,13-055	LCG		Yog-Sothoth	Event	 Spell.	2						Action: Choose a character you control. Until the end of the phase, that character becomes a printed copy of a chosen non-unique character card in play.
Naomi O'Bannion, Ruthless Tactician	DOTU	Dez001			Denizens of the Underworld	Deluxe 06	,14-001	LCG	*	Syndicate	Character	Criminal.	3		2		1	4	Action: Ready Naomi O'Bannion to choose and trigger a Tactic event card in any discard pile. Then, put it on the bottom of its owner's deck.
Melisande LeBeau, Playing with Fire	DOTU	Dez002			Denizens of the Underworld	Deluxe 06	,14-002	LCG	*	Syndicate	Character	Criminal. Independent.	3		2	1		4	Forced Response: After you succeed at a story where Melisande Lebeau is commited, choose and destroy a support card.
O'Bannion's Inner Council, Blood is Thicker	DOTU	Dez003			Denizens of the Underworld	Deluxe 06	,14-003	LCG	*	Syndicate	Character	Criminal.	4		1	1	1	2	Willpower. Toughness +2. O'Bannion's Inner Council gains +1 skill for each Criminal character you control. Characters with lower skill than O'Bannion's Inner Council committed to the same story do not count their icons at that story.
Tommy Malloy, "The Big Palooka"	DOTU	Dez004			Denizens of the Underworld	Deluxe 06	,14-004	LCG	*	Syndicate	Character	Criminal.	2		2			2	Fast. Toughness +1. Disrupt: Before a C struggle resolves at a story where you have at least one character committed, you may play Tommy Malloy from your hand committed to that story.
Lena Di Boerio, Occult Consultant	DOTU	Dez005			Denizens of the Underworld	Deluxe 06	,14-005	LCG	*	Syndicate	Character	Criminal. Sorcerer.	1					1	Action: Pay 1 to choose a character. Until the end of the phase, that character gets –1 skill and loses an icon of your choice, and Lena Di Boerio gets +1 skill and gains the chosen icon.
Jacob Finnegan, In Over His Head	DOTU	Dez006			Denizens of the Underworld	Deluxe 06	,14-006	LCG	*	Syndicate	Character	Criminal. Student.	1					3	Forced Response: When you succeed at a story at which Jacob Finnegan is commited, add an additional success token to that story. Forced Response: When you do not succeed at a story where Jacob Finnegan is committed, put him on the bottom of his owner's deck.
Henry Knoll, A Real Wiseguy	DOTU	Dez007			Denizens of the Underworld	Deluxe 06	,14-007	LCG	*	Syndicate	Character	Criminal. Independent.	2			2		3	Response: When you ready Henry Knoll, choose a character. Until the end of the turn. that character gets –1 skill and gains the text "If this character has 0 skill it is destroyed."
Martin Herring, "Quick Kip"	DOTU	Dez008			Denizens of the Underworld	Deluxe 06	,14-008	LCG	*	Syndicate	Character	Criminal.	2		1		1	3	Fast. Play with the top card of your deck revealed. Characters your opponent controls with the same cost as the top card of your deck cannot commit to the same story as Martin Herring.
Isaac Miles, Willing to Lend an Ear	DOTU	Dez009			Denizens of the Underworld	Deluxe 06	,14-009	LCG	*	Syndicate	Character	Independent.	2			1	1	3	When a character card would be put into a discard pile, put it on the bottom of its owner's deck instead.
Clover Club High Roller	DOTU	Dez010			Denizens of the Underworld	Deluxe 06	,14-010	LCG		Syndicate	Character	Independent.	2				1	3	Response: After you succeed at a story where Clover Club High Roller is committed, wound Clover Club High Roller to add a success token to that story.
Clover Club Ringer	DOTU	Dez011			Denizens of the Underworld	Deluxe 06	,14-011	LCG		Syndicate	Character	Criminal.	3			1		4	Disrupt: When an opponent wins a struggle at a story where Clover Club Ringer is committed, you also win that struggle. (The active player resolves their struggle first.) Limit once per turn.
Clover Club Pit Boss	DOTU	Dez012			Denizens of the Underworld	Deluxe 06	,14-012	LCG		Syndicate	Character	Criminal.	2		2			3	Each Criminal character you control gains Willpower.
Numbers Runner	DOTU	Dez013			Denizens of the Underworld	Deluxe 06	,14-013	LCG		Syndicate	Character	Criminal.	3			2		4	Response: When you ready Numbers Runner, choose and exhaust a character with lower skill.
Fall Guy	DOTU	Dez014			Denizens of the Underworld	Deluxe 06	,14-014	LCG		Syndicate	Character	Criminal.	1					2	Disrupt: When a struggle at a story would resolve, sacrifice Fall Guy to cancel the results of each struggle you would lose at that story until the end of the phase.
Marine Salvager	DOTU	Dez015			Denizens of the Underworld	Deluxe 06	,14-015	LCG		Syndicate	Character	Criminal.	2		1			2	Action: Exhaust Marine Salvager and pay X to choose a support card in any player's discard pile. Then, put that support card into play under your control. X is equal to the printed cost of the support card.
Cat Burglar	DOTU	Dez016			Denizens of the Underworld	Deluxe 06	,14-016	LCG		Syndicate	Character	Criminal.	2				1	4	Fast. While it is Night Cat Burglar gains "Response: After you succeed at a story where Cat Burglar was committed, search the top 5 cards of your opponent's deck for a support card and put it into play under your control. Shuffle the remaining cards back into their owner's deck."
Crooked Attorney	DOTU	Dez017-E	E		Denizens of the Underworld	Deluxe 06	,14-017	LCG		Syndicate	Character	Independent.	2					4	Villainous. Day. It is Day. Destroy all Night cards. Each Criminal character you control gains A and +1 skill.
Hatchet Man	DOTU	Dez018			Denizens of the Underworld	Deluxe 06	,14-018	LCG		Syndicate	Character	Criminal.	2					3	Response: After Hatchet Man commits to a story, choose a struggle at that story. Count the total skill of all participating characters instead of the icons to determine the winner of that struggle.
Wheelman	DOTU	Dez019			Denizens of the Underworld	Deluxe 06	,14-019	LCG		Syndicate	Character	Criminal.	2		1			2	Disrupt: Before a struggle at a story would resolve, choose a character you control committed to the same story as Wheelman. Commit Wheelman and that character to any other story where characters are committed. Limit once per turn.
The Clover Club, Den of Iniquity	DOTU	Dez020			Denizens of the Underworld	Deluxe 06	,14-020	LCG	*	Syndicate	Support	Location.	2						Loyal. Response: At the beginning of your operations phase, exhaust The Clover Club to give each of your opponent's characters –1 skill until the end of the turn.
Danny O'Bannion's Office, "Now Hiring"	DOTU	Dez021			Denizens of the Underworld	Deluxe 06	,14-021	LCG	*	Syndicate	Support	Location.	0						Response: After a character you control is destroyed, draw a card. Limit once per phase.
Under Cover of Darkness	DOTU	Dez022			Denizens of the Underworld	Deluxe 06	,14-022	LCG		Syndicate	Support	Attachment. Environment.	1						Attach to a story card. Night. It is Night. Destroy all Day cards in play. Your [Syndicate] characters can commit to this story while exhausted.
House Advantage	DOTU	Dez023			Denizens of the Underworld	Deluxe 06	,14-023	LCG		Syndicate	Support	Condition.	2						If you control only [Syndicate] cards, House Advantage is immune to your opponent's card effects. Disrupt: Before you would draw a card, look at the top card of your deck. You may instead draw a card from the bottom of your deck.
City Map	DOTU	Dez024			Denizens of the Underworld	Deluxe 06	,14-024	LCG		Syndicate	Support	Item.	1						ction: Exhaust City Map to search the top 5 cards of your deck for a Tactic event card and add it to your hand. Put the rest of the cards on the bottom of your deck in any order.
Concrete and Chains	DOTU	Dez025			Denizens of the Underworld	Deluxe 06	,14-025	LCG		Syndicate	Support	Attachment. Item.	1						Attach to a character. Attached character gets –1 skill for every success token on Concrete and Chains. Forced Response: At the beginning of each turn put a success token on Concrete and Chains. If attached character has 0 skill, destroy it.
Indebted	DOTU	Dez026			Denizens of the Underworld	Deluxe 06	,14-026	LCG		Syndicate	Support	Attachment. Condition.	2						Attach to a non-Ancient One character. Attached character gains, "Forced Response: After your resource phase ends, pay 2 or sacrifice this character."
Length of Pipe	DOTU	Dez027			Denizens of the Underworld	Deluxe 06	,14-027	LCG		Syndicate	Support	Attachment. Item. Weapon.	0						Attach to a [Syndicate] character you control. Disrupt: After you win a struggle at a story where attached character is committed, discard Length of Pipe to wound a character at that story.
La Bella Luna, Seedy Restaurant	DOTU	Dez028			Denizens of the Underworld	Deluxe 06	,14-028	LCG	*	Syndicate	Support	Location.	2						Response: At the beginning of each opponent's turn, ready a Criminal character you control. If it is Day ready all Criminal characters you control.
Made Man	DOTU	Dez029			Denizens of the Underworld	Deluxe 06	,14-029	LCG		Syndicate	Support	Attachment. Condition.	1						Attach to a Criminal character you control. Response: When the attached character is destroyed, destroy a character controlled by an opponent with skill is equal to or lower than the attached character.
Immurement	DOTU	Dez030			Denizens of the Underworld	Deluxe 06	,14-030	LCG		Syndicate	Event	Tactic.	0						Action: Drain a domain you control with the most resources to choose a support card or a non-Ancient One character an opponent controls. That card's owner attaches it to a domain of his choice as a resource.
On the Lam	DOTU	Dez031			Denizens of the Underworld	Deluxe 06	,14-031	LCG		Syndicate	Event	Tactic.	0						Action: Choose a non-Ancient One character. That card cannot be readied or exhausted until the beginning of your next turn. (Limit 1 per turn.)
Reallocate	DOTU	Dez032			Denizens of the Underworld	Deluxe 06	,14-032	LCG		Syndicate	Event	Tactic.	2						Action: Each player removes all resources attached to their domains, then attaches them one at a time to the domain he controls with the fewest resources attached. (If multiple domains are tied for the fewest, all are a legal choice.). Then gain a domain and attach Reallocate to it as a resource.
Forced Compliance	DOTU	Dez033			Denizens of the Underworld	Deluxe 06	,14-033	LCG		Syndicate	Event		3						Play during your operations phase. Action: Choose a character without a T icon. The controller of that character must either sacrifice that character or give you control of it until the end of the turn.
Pay Tribute	DOTU	Dez034			Denizens of the Underworld	Deluxe 06	,14-034	LCG		Syndicate	Event		0						Play during your operations phase. Action: Exhaust a non-Ancient One character, then put this card on the bottom of your deck.
Turf War	DOTU	Dez035			Denizens of the Underworld	Deluxe 06	,14-035	LCG		Syndicate	Event		2						Play only after both players have committed to stories. Action: Each player chooses and sacrifices a character committed to each story where both players have characters committed.
Roll the Dice	DOTU	Dez036			Denizens of the Underworld	Deluxe 06	,14-036	LCG		Syndicate	Event		4						Action: Each player reveals cards from the top of his deck until he reveals a character. Then each player that revealed a character with the lowest skill exhausts all characters he controls.
A Cunning Ruse	DOTU	Dez037.png			Denizens of the Underworld	Deluxe 06	,14-037	LCG		Syndicate	Conspiracy		0						When a player succeeds at this conspiracy, he may place a success token at another story at which no characters are committed
Wandering Tinker	DOTU	Dez038			Denizens of the Underworld	Deluxe 06	,14-038	LCG		Neutral	Character	Independent.	1			1		1	Disrupt: When a character would leave play, exhaust Wandering Tinker to choose a non-Relic support card attached to that character. Take control of that attachment and move it to another character.
Zstylzhemgni, Matriarch of Swarms	DOTU	Dez039			Denizens of the Underworld	Deluxe 06	,14-039	LCG	*	Neutral	Character	Ancient One.	6	1	4			4	Villainous. Toughness +2. Disrupt: After you win a C struggle at a story Zstylzhemgni is committed to, wound all other characters at that story.
Sarnath, Too Proud	DOTU	Dez040			Denizens of the Underworld	Deluxe 06	,14-040	LCG	*	Neutral	Support	Lost Civilization.	2						You may choose not to ready Sarnath during the refresh phase. Response: After a character is readied, exhaust Sarnath and pay 2 to exhaust that character. While Sarnath is exhausted that character may not be readied.
Outmaneuvered	DOTU	Dez041			Denizens of the Underworld	Deluxe 06	,14-041	LCG		Neutral	Event	Tactic.	2						Disrupt: Cancel the effects of an event card that targets a character you control. The owner of that event refreshes the domain used to play that event.
Special Agent Callahan, Always Gets His Man	DOTU	Dez042			Denizens of the Underworld	Deluxe 06	,14-042	LCG	*	Agency	Character	Government.	2		1		1	2	Loyal. Heroic. Toughness +1. If Special Agent Callahan is committed to the same story where an opponent has a Criminal character committed, he gains C I and Fast.
Deep Undercover	DOTU	Dez043			Denizens of the Underworld	Deluxe 06	,14-043	LCG		Agency	Event	Tactic.	1						Action: Choose a character and name a subtype on an opponent's card. Until the end of the phase that character gains that subtype, Invulnerability, and Willpower.
Robert Friendly, Disgruntled Dockworker	DOTU	Dez044			Denizens of the Underworld	Deluxe 06	,14-044	LCG	*	Cthulhu	Character	Criminal. Deep One.	3	1	1	1		3	Villainous. Each Government and Investigator character committed to the same story as Robert Friendly loses all I icons.
Calculated Mutation	DOTU	Dez045			Denizens of the Underworld	Deluxe 06	,14-045	LCG		Cthulhu	Event	Tactic.	1						Play during the story phase after you have committed characters to stories. Action: Change any number of A icons on characters you control into icons of a single type (your choice) until the end of the phase.
Jeff Harson, Manic Musician	DOTU	Dez046			Denizens of the Underworld	Deluxe 06	,14-046	LCG	*	Hastur	Character	Artist. Lunatic.	2			2		1	Action: During your operations phase drive Jeff Harson insane to look at your opponent's hand. Then you may choose and play an event card from his hand, ignoring all costs.
Hali's Directive	DOTU	Dez047			Denizens of the Underworld	Deluxe 06	,14-047	LCG		Hastur	Event	Tactic.	1						Disrupt: Cancel the effects of a character card just triggered. Then, drive that character insane, if able.
Elijah Conrad, Distinguished Alumnus	DOTU	Dez048			Denizens of the Underworld	Deluxe 06	,14-048	LCG	*	Miskatonic University	Character	Independent.	3			1	2	3	Response: After Elijah Conrad enters play, put a Location support card into play from either your discard pile or your hand.
Strategic Planning	DOTU	Dez049			Denizens of the Underworld	Deluxe 06	,14-049	LCG		Miskatonic University	Event	Tactic.	1						Action: Choose a Student or Faculty character you control. That character gains Willpower, Invulnerability, and does not exhaust to commit to stories until the end of the turn.
Bill Strauss, Blessed of Shub-Niggurath	DOTU	Dez050			Denizens of the Underworld	Deluxe 06	,14-050	LCG	*	Shub-Niggurath	Character	Cultist. Servitor.	3	1	2			2	Response: When Bill Strauss commits to a story, reveal the top card of your deck. If the revealed card is a character add it to your hand; otherwise discard it.
Ambush	DOTU	Dez051			Denizens of the Underworld	Deluxe 06	,14-051	LCG		Shub-Niggurath	Event	Tactic.	0						Action: Play a character card with cost 3 or lower from your hand. If that character is still in play at the end of the phase, sacrifice it.
